,movieId,title,genres,imdbId,tmdbId,adult,origin_country,original_title,popularity,production_companies,production_countries,release_date,spoken_languages,tagline,vote_average,vote_count,cast
86,87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,False,US,Dunston Checks In,1.4782,"Joe Wizan/Todd Black, 20th Century Fox, Fox Family Films",United States of America,1996-01-12,"English, Pусский, Français",He's about to turn a Five Star Hotel into a three ring circus.,5.395,229,"Sam the Orangutan, Jason Alexander, Faye Dunaway, Rupert Everett"
87,88,Black Sheep (1996),Comedy,115697,13997.0,False,US,Black Sheep,1.3476,Paramount Pictures,United States of America,1996-02-01,English,There's one in every family.,6.029,416,"Chris Farley, David Spade, Tim Matheson, Gary Busey"
88,89,Nick of Time (1995),Action|Thriller,113972,2086.0,False,US,Nick of Time,3.8436,Paramount Pictures,United States of America,1995-11-22,English,Ninety minutes. Six bullets. No choice.,6.228,740,"Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken"
89,90,"Journey of August King, The (1995)",Drama,113490,61548.0,False,US,The Journey of August King,0.7409,"Miramax, Addis Wechsler Pictures",United States of America,1995-09-14,English,,6.7,15,"Jason Patric, Thandiwe Newton, Larry Drake, Sam Waterston"
90,92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,False,US,Mary Reilly,3.1614,"NFH Films, TriStar Pictures","United States of America, United Kingdom",1996-02-23,English,The untold story of Jekyll and Hyde,5.788,323,"Julia Roberts, John Malkovich, George Cole, Michael Gambon"
91,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,False,US,Vampire in Brooklyn,1.1699,"Paramount Pictures, Eddie Murphy Productions",United States of America,1995-10-26,English,A comic tale of horror and seduction.,5.097,590,"Angela Bassett, Eddie Murphy, Allen Payne, Kadeem Hardison"
92,94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,False,US,Beautiful Girls,4.3056,"Miramax, Woods Entertainment","United States of America, Canada, Malaysia",1996-02-09,English,Good times never seemed so good.,6.7,371,"Timothy Hutton, Matt Dillon, Noah Emmerich, Annabeth Gish"
93,95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,False,US,Broken Arrow,7.9548,"The Mark Gordon Company, WCG Entertainment Productions",United States of America,1996-02-09,English,Prepare to go ballistic.,6.063,1553,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo"
94,96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,False,GB,In the Bleak Midwinter,2.29,"Midwinter Films, Castle Rock Entertainment",United Kingdom,1995-09-29,English,The drama. The passion. The intrigue... And the rehearsals haven't even started.,7.085,41,"Michael Maloney, Richard Briers, Joan Collins, Nicholas Farrell"
95,97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,False,FR,La Haine,8.1212,"Kasso Productions, La Sept Cinéma, Les Productions Lazennec, Canal+, StudioCanal",France,1995-05-31,Français,"How far you fall doesn't matter, it's how you land…",8.089,4197,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili"
96,98,Shopping (1994),Action|Thriller,111173,45549.0,False,GB,Shopping,2.7675,Film4 Productions,United Kingdom,1994-12-06,English,No one leaves without paying...,5.5,52,"Sadie Frost, Jude Law, Sean Pertwee, Fraser James"
97,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,False,CA,Heidi Fleiss: Hollywood Madam,0.9766,"BBC, CBC, Cinemax Reel Life, InPictures, Lafayette Films, WDR","United Kingdom, Canada, United States of America, Germany",1995-12-27,English,Hollywood was the whore. She was just the madam.,6.6,14,"Nick Broomfield, Heidi Fleiss, Madam Alex, Ivan Nagy"
98,100,City Hall (1996),Drama|Thriller,115907,11062.0,False,US,City Hall,1.2084,"Castle Rock Entertainment, Columbia Pictures",United States of America,1996-02-16,English,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,5.94,293,"Al Pacino, John Cusack, Bridget Fonda, Danny Aiello"
99,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,False,US,Bottle Rocket,1.3957,"Gracie Films, Columbia Pictures, Boyle-Taylor Productions",United States of America,1996-02-21,"Español, English","They're not really criminals, but everyone's got to have a dream.",6.7,1083,"Luke Wilson, Owen Wilson, Robert Musgrave, Lumi Cavazos"
100,102,Mr. Wrong (1996),Comedy,117102,47475.0,False,US,Mr. Wrong,2.4063,"Touchstone Pictures, Mandeville Films, Marty Katz Productions",United States of America,1996-02-16,English,He loved her from afar. It wasn't far enough.,3.9,59,"Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell"
101,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,False,US,Unforgettable,3.1242,"The De Laurentiis Company, Spelling Films, Metro-Goldwyn-Mayer",United States of America,1996-02-23,"English, Español",He loved her. He lost her. He won't let her memory die... until it tells him who killed her.,5.6,106,"Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald"
102,104,Happy Gilmore (1996),Comedy,116483,9614.0,False,US,Happy Gilmore,9.96,"Universal Pictures, Brillstein-Grey Entertainment, Robert Simonds Productions",United States of America,1996-02-16,English,He doesn't play golf... he destroys it.,6.648,2735,"Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay"
103,105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,False,US,The Bridges of Madison County,8.2117,"Warner Bros. Pictures, Amblin Entertainment, Malpaso Productions",United States of America,1995-06-02,English,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,7.7,2215,"Meryl Streep, Clint Eastwood, Annie Corley, Victor Slezak"
104,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,False,DE,Keiner liebt mich,0.6082,"Cobra Film GmbH, ZDF",Germany,1994-11-07,Deutsch,,6.3,34,"Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au, Elisabeth Trissenaar"
105,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,False,GB,Muppet Treasure Island,1.6057,"Walt Disney Pictures, Jim Henson Productions","United Kingdom, United States of America",1996-02-16,English,Set sail for Muppet mayhem!,6.662,414,"Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop"
106,108,Catwalk (1996),Documentary,112646,89333.0,False,US,Catwalk,1.6645,,,1995-12-08,,"The moment when fashion, art and entertainment come together with stunning force and beauty.",7.5,8,"Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann"
107,109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,113276,96357.0,False,US,Headless Body in Topless Bar,1.1014,,,1995-05-20,,,2.7,3,"Raymond J. Barry, Rustam Branaman, Jennifer MacDonald, Taylor Nichols"
108,110,Braveheart (1995),Action|Drama|War,112573,197.0,False,US,Braveheart,12.1952,"Icon Entertainment International, The Ladd Company, B.H. Finance C.V.",United States of America,1995-05-24,"English, Français, Latin, ","Every man dies, not every man really lives.",7.943,10390,"Mel Gibson, Catherine McCormack, Sophie Marceau, Patrick McGoohan"
109,111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,False,US,Taxi Driver,12.4586,"Italo/Judeo Productions, Bill/Phillips, Columbia Pictures",United States of America,1976-02-09,"English, Español","On every street in every city, there's a nobody who dreams of being a somebody.",8.134,12622,"Robert De Niro, Jodie Foster, Cybill Shepherd, Harvey Keitel"
110,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,False,HK,紅番區,4.8199,Orange Sky Golden Harvest,Hong Kong,1995-01-21,"广州话 / 廣州話, English",No Fear. No Stuntman. No Equal.,6.815,1064,"Jackie Chan, Anita Mui Yim-Fong, Françoise Yip, Bill Tung Biu"
111,113,Before and After (1996),Drama|Mystery,115645,43566.0,False,US,Before and After,4.5608,"Hollywood Pictures, Caravan Pictures",United States of America,1996-02-23,English,A murder. A suspect. A shadow of a doubt.,5.9,199,"Meryl Streep, Liam Neeson, Edward Furlong, Julia Weldon"
112,114,Margaret's Museum (1995),Drama,113774,71754.0,False,CA,Margaret's Museum,1.3843,"imX Communications, Téléfilm Canada, Skyline Films, Malofilm, SODEC, Glace Bay Pictures, Nova Scotia Film Development Corporation, Ranfilm, ONF | NFB, British Screen Productions, Ciné Télé Action","Canada, United Kingdom",1995-09-13,"English, ",She found a way to preserve her memories forever.,6.6,11,"Helena Bonham Carter, Clive Russell, Craig Olejnik, Kate Nelligan"
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,112556,43612.0,False,FR,Le bonheur est dans le pré,1.1656,"Téléma Productions, StudioCanal, Les Productions du Champ Poirier, France 3 Cinéma, France 2 Cinéma",France,1995-12-06,Français,,6.788,160,"Michel Serrault, Eddy Mitchell, Sabine Azéma, Carmen Maura"
114,116,Anne Frank Remembered (1995),Documentary,112373,51352.0,False,GB,Anne Frank Remembered,0.9585,,"Netherlands, United Kingdom, United States of America",1995-06-08,"English, Deutsch","She is perhaps Hitler's best known victim, but what was Anne Frank really like?",7.6,22,"Kenneth Branagh, Glenn Close, Anne Frank, Otto Frank"
115,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,False,GB,The Young Poisoner's Handbook,2.1589,"Eurimages, British Screen Productions, Kinowelt Filmproduktion, Mass Productions, Pandora Cinema, Haut et Court","France, Germany, United Kingdom",1995-01-20,English,Meet Graham. He's not your ordinary teenager.,6.6,50,"Hugh O'Conor, Antony Sher, Ruth Sheen, Roger Lloyd Pack"
116,118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,False,US,If Lucy Fell,2.1919,"TriStar Pictures, Motion Picture Corporation of America",United States of America,1996-03-08,"English, Italiano",A comedy for the romantically challenged.,5.1,49,"Sarah Jessica Parker, Eric Schaeffer, Ben Stiller, Elle Macpherson"
117,119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,False,US,Steal Big Steal Little,1.8291,"Savoy Pictures, Chicago Pacific Entertainment",United States of America,1995-09-29,English,Two brothers. One fortune. Zero chance they'll share it.,4.429,21,"Andy García, Alan Arkin, Rachel Ticotin, Joe Pantoliano"
118,120,Race the Sun (1996),Adventure|Comedy|Drama,117427,55731.0,False,US,Race the Sun,1.5404,TriStar Pictures,United States of America,1996-03-22,English,A dream can make all the difference under the sun.,5.2,61,"Halle Berry, Casey Affleck, Eliza Dushku, Steve Zahn"
119,121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,False,CA,The Boys of St. Vincent,1.2697,"CBC, Téléfilm Canada, Ciné Télé Action",Canada,1994-06-03,English,For more than fifteen years their story was shrouded in secrecy. Unveiled... it shocked the world.,7.2,41,"Henry Czerny, Johnny Morina, Brian Dooley, Philip Dinn"
120,122,Boomerang (1992),Comedy|Romance,103859,11066.0,False,US,Boomerang,4.8422,"Paramount Pictures, Eddie Murphy Productions, Imagine Entertainment",United States of America,1992-06-30,"Français, English",A player who's about to be played.,5.658,578,"Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier"
121,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,False,HK,重慶森林,7.3962,Jet Tone Production,Hong Kong,1994-07-14,"广州话 / 廣州話, 普通话, English, 日本語, हिन्दी, ਪੰਜਾਬੀ, اردو",What a difference a day makes.,8.0,1919,"Takeshi Kaneshiro, Brigitte Lin, Tony Leung, Faye Wong"
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,114808,37975.0,False,IT,L'uomo delle stelle,1.0299,Cecchi Gori Group Tiger Cinematografica,Italy,1995-09-21,Italiano,"In the golden age of cinema, everyone dreams of becoming a star. One man promises to make all their dreams come true...",7.081,185,"Sergio Castellitto, Tiziana Lodato, Franco Scaldati, Leopoldo Trieste"
123,125,Flirting With Disaster (1996),Comedy,116324,2074.0,False,US,Flirting with Disaster,3.4398,"Miramax, Dean Silvers Productions",United States of America,1996-03-22,English,"A comedy about sex, love, family and other accidents waiting to happen.",6.224,252,"Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore"
124,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,False,DE,Die unendliche Geschichte III - Rettung aus Phantásien,3.8977,"Dieter Geissler Filmproduktion, Cinevox Filmproduktion, Studio Babelsberg",Germany,1994-10-26,English,It's a brand new beginning in the adventure that never ends,4.5,389,"Jason James Richter, Melody Kay, Jack Black, Ryan Bollman"
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,111055,44284.0,False,TN,صمت القصور,0.3676,"Canal+ Horizons, Mat Films, Cinétéléfilms, Ministère Tunisien de la Culture, Ministère de la culture, CNC, Film4 Productions, Hubert Bals Fund","France, Netherlands, Tunisia, United Kingdom",1994-09-30,"العربية, Français",,6.7,21,"Hend Sabry, Ghalya Lacroix, Nejia Ouerghi, Amel Hedhili"
126,128,Jupiter's Wife (1994),Documentary,110217,290157.0,False,US,Jupiter's Wife,0.0621,,United States of America,1995-09-08,English,A Haunting Real Life Mystery,7.1,7,Maggie Cogan
127,129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,False,US,Pie in the Sky,1.9528,Fine Line Features,United States of America,1996-02-09,English,The only thing that stands in the way of fate and true love is a little traffic.,6.6,12,"Josh Charles, Anne Heche, John Goodman, Christine Lahti"
128,130,Angela (1995),Drama,112364,32622.0,False,US,Angela,1.3108,Tree Farm Productions,United States of America,1996-01-26,English,,5.6,25,"Miranda Rhyne, Charlotte Eve Blythe, Anna Thomson, John Ventimiglia"
129,131,Frankie Starlight (1995),Drama|Romance,113107,73067.0,False,IE,Frankie Starlight,1.0929,"Fís Éireann/Screen Ireland, Fine Line Features, Canal+, Film4 Productions","France, Ireland, United Kingdom, United States of America",1995-11-22,English,Sometimes the brightest star is the one that shines within.,5.3,12,"Matt Dillon, Corban Walker, Gabriel Byrne, Anne Parillaud"
130,132,Jade (1995),Thriller,113451,11863.0,False,US,Jade,1.3876,"Paramount Pictures, Robert Evans Company, Adelson-Baumgarten Productions",United States of America,1995-10-13,English,Some fantasies go too far.,5.446,271,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna"
131,133,Nueba Yol (1995),Comedy|Drama,114015,55475.0,False,ES,Nueba Yol,0.4372,"Cigua Films, D'Pelicula, Miravista Films","Dominican Republic, United States of America",1995-08-16,Español,,4.8,6,"Luisito Marti, Alfonso Zayas, Caridad Ravelo, Raúl Carbonell Jr."
132,134,Sonic Outlaws (1995),Documentary,114500,124636.0,False,US,Sonic Outlaws,0.2053,,United States of America,1995-07-14,English,,7.4,5,"Lloyd Dunn, Chris Grigg, Mark Hosler, Don Joyce"
133,135,Down Periscope (1996),Comedy,116130,9101.0,False,US,Down Periscope,6.3754,20th Century Fox,United States of America,1996-03-01,English,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",6.333,473,"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton"
134,136,From the Journals of Jean Seberg (1995),Documentary,113125,123360.0,False,US,From the Journals of Jean Seberg,0.4879,Couch Potatoe Productions,United States of America,1995-09-08,English,,5.8,6,"Jean Seberg, Mary Beth Hurt"
135,137,Man of the Year (1995),Documentary,113756,5757.0,False,US,Man of the Year,1.4318,,United States of America,1995-09-15,English,He as a centerfold who revealed everything ... but the truth.,3.1,6,"Dirk Shafer, Mary Stein, Claudette Sutherland, Cal Bartlett"
136,138,"Neon Bible, The (1995)",Drama,113952,39428.0,False,GB,The Neon Bible,1.7705,"Channel Four Films, Scala Productions, Screen Partners Ltd., Iberoamericana Films Producción, Academy Pictures, Three Rivers Production","United Kingdom, Spain",1995-08-23,English,,6.1,24,"Jacob Tierney, Drake Bell, Gena Rowlands, Diana Scarwid"
137,139,Target (1995),Action|Drama,114618,124639.0,False,US,Target,0.1663,,India,1995-08-01,,,0.0,0,"Mohan Agashe, Om Puri, Barun Chakraborty, Champa"
138,140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,False,US,Up Close & Personal,3.6766,"Cinergi Pictures, Avnet/Kerner Productions",United States of America,1996-03-01,English,Passion Brought Them Together... Only Success Could Tear Them Apart!,6.3,223,"Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna"
